article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0783707087,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707089,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,61,Light Purple,3,Light,6,Lilac Purple,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707091,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707093,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707096,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,72,Blue,7,Medium,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707097,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707105,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,82,Turquoise,5,Bright,7,Turquoise,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707106,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707109,783707,1pk fun sock,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707110,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707112,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,21,Light Yellow,7,Medium,8,Yellow,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707116,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707122,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,82,Turquoise,5,Bright,7,Turquoise,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707123,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,52,Pink,3,Light,4,Pink,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707143,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707146,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707147,783707,1pk Fun,302,Socks,Socks & Tights,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707150,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,82,Turquoise,3,Light,7,Turquoise,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707151,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707152,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,81,Light Turquoise,3,Light,7,Turquoise,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707159,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,33,Dark Orange,5,Bright,3,Orange,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707163,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,9,Black,4,Dark,5,Black,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707164,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783707167,783707,1pk Fun,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops."
0783732005,783732,Scarf Porter Cashmere,80,Scarf,Accessories,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Scarf in soft, rib-knit cashmere. Size 30x180 cm."
0783738001,783738,Cookie Blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Short, off-the-shoulder blouse in a lyocell blend containing some linen with an opening and ties at the top and short puff sleeves. Narrow elastication and a small frill trim around the top, sleeves and hem."
0783738002,783738,Cookie Blouse,258,Blouse,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Short, off-the-shoulder blouse in a lyocell blend containing some linen with an opening and ties at the top and short puff sleeves. Narrow elastication and a small frill trim around the top, sleeves and hem."
0783751001,783751,Smuk Top,258,Blouse,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Fitted, smocked top woven in a linen blend with elasticated shoulder straps, buttons down the front and frill trims."
0783751003,783751,Smuk Top,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Fitted, smocked top woven in a linen blend with elasticated shoulder straps, buttons down the front and frill trims."
0783775002,783775,New York tunic dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short dress in a soft, airy viscose weave with a small, smocked stand-up collar and an opening with covered buttons at the back of the neck. Dropped shoulders, wide, 3/4-length sleeves with a small frill trim, and a seam and flare at the hem."
0783775004,783775,New York tunic dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short dress in a soft, airy viscose weave with a small, smocked stand-up collar and an opening with covered buttons at the back of the neck. Dropped shoulders, wide, 3/4-length sleeves with a small frill trim, and a seam and flare at the hem."
0783798003,783798,Gamble playsuit,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,73,Dark Blue,7,Medium,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Satin playsuit with a V-neck, adjustable spaghetti shoulder straps that cross at the back, an elasticated seam at the waist and a loose wrapover front with ties at one side."
0783801001,783801,Lemon Dress,265,Dress,Garment Full body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Short, off-the-shoulder flounced dress woven in a textured Tencel™ lyocell blend with narrow adjustable shoulder straps and short sleeves with elastication at the top. Lined."
0783802002,783802,Swosh Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, ankle-length dress in an airy cotton weave with smocking at the top, narrow shoulder straps with decorative ties at the top, and a slit at the front."
0783802003,783802,Swosh Dress,265,Dress,Garment Full body,1010017,Stripe,11,Off White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide, ankle-length dress in an airy cotton weave with smocking at the top, narrow shoulder straps with decorative ties at the top, and a slit at the front."
0783807001,783807,Ravi Dress,265,Dress,Garment Full body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Calf-length dress in a cotton weave with broderie anglaise. V-neck, covered buttons down the front and a seam with a wide panel under the bust. Short puff-sleeves with narrow cuffs, and a flared skirt with a slit at the front. Lined."
0783830001,783830,Charlotte Push Body Micro,283,Underwear body,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in microfibre and lace with underwired, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a hook-and-eye fastening at the back and a lined gusset with press-studs."
0783834002,783834,Hummus blouse,258,Blouse,Garment Upper body,1010001,All over pattern,42,Red,5,Bright,18,Red,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Blouse in an airy linen and cotton weave with a V-neck, wrapover front with narrow ties at the waist, and short ballon sleeves with narrow cuffs. Unlined."
0783836004,783836,Samira Dress,265,Dress,Garment Full body,1010001,All over pattern,33,Dark Orange,5,Bright,18,Red,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Short dress woven in a patterned linen blend with a round neckline, opening with a button at the back of the neck and short sleeves. Seam and detachable tie belt at the waist and a gently flared skirt with side pockets. Flounced trim around the sleeves and hem. Lined."
0783843001,783843,Olivia Blouse,258,Blouse,Garment Upper body,1010022,Jacquard,10,White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Straight-cut blouse in airy weave with covered buttons down the back, gathers at the shoulders and short balloon sleeves with narrow, covered elastication. Unlined."
0783844002,783844,Sunray dress,258,Blouse,Garment Upper body,1010016,Solid,42,Red,5,Bright,18,Red,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Wide dress in chiffon with a V-neck, seam under the bust, long sleeves with narrow cuffs and a straight-cut, pleated skirt. Lined."
0783850001,783850,Hella emb Top,253,Vest top,Garment Upper body,1010007,Embroidery,11,Off White,3,Light,9,White,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Sleeveless top in a viscose weave with a V-neck, adjustable spaghetti straps and embroidery at the top. Lined at the front."
0783902004,783902,Classic Jessie Pouch,78,Other accessories,Accessories,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Pouch bag with a grained imitation leather top and transparent bottom to allow an easy overview of contents. Zip with a practical tab at the top. Width approx. 1.5 cm. Height 17 cm. Length 23 cm.
0783902009,783902,Classic Jessie Pouch,78,Other accessories,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Pouch bag with a grained imitation leather top and transparent bottom to allow an easy overview of contents. Zip with a practical tab at the top. Width approx. 1.5 cm. Height 17 cm. Length 23 cm.
0783969001,783969,MC Hayes Mama (W),272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Cigarette trousers in a slightly stretchy weave with a fake fly, side pockets, fake welt back pockets and slim, gently tapered legs with creases. Wide jersey ribbing at the waist for best fit."
0783969002,783969,MC Hayes Mama (W),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Cigarette trousers in a slightly stretchy weave with a fake fly, side pockets, fake welt back pockets and slim, gently tapered legs with creases. Wide jersey ribbing at the waist for best fit."
0783969004,783969,Hayes,272,Trousers,Garment Lower body,1010010,Melange,13,Beige,1,Dusty Light,1,Mole,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Cigarette trousers in a slightly stretchy weave with a fake fly, side pockets, fake welt back pockets and slim, gently tapered legs with creases. Wide jersey ribbing at the waist for best fit."
0783978004,783978,Agata RTW blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in a viscose crêpe weave in a relaxed fit with a gathered yoke at the back, low dropped shoulders and long sleeves with buttoned cuffs. Rounded and longer at the back."
0783978008,783978,Agata RTW blouse,258,Blouse,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in a viscose crêpe weave in a relaxed fit with a gathered yoke at the back, low dropped shoulders and long sleeves with buttoned cuffs. Rounded and longer at the back."
0784001001,784001,Rocky!,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in woven fabric with a V-neck, grosgrain button band with concealed buttons, and a gently rounded hem."
0784001002,784001,Rocky!,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in woven fabric with a V-neck, grosgrain button band with concealed buttons, and a gently rounded hem."
0784001005,784001,Rocky!,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in woven fabric with a V-neck, grosgrain button band with concealed buttons, and a gently rounded hem."
0784001006,784001,Rocky!,258,Blouse,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in woven fabric with a V-neck, grosgrain button band with concealed buttons, and a gently rounded hem."
0784021005,784021,PQ CLARA CASH SL TOP,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Jumper in soft, fine-knit cashmere with a ribbed polo neck, short raglan sleeves with ribbed trims, and a ribbed hem."
0784021006,784021,PQ CLARA CASH SL TOP,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,"Jumper in soft, fine-knit cashmere with a ribbed polo neck, short raglan sleeves with ribbed trims, and a ribbed hem."
0784053001,784053,KAT PINNAFORE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Dungaree dress in cotton corduroy with a chest pocket, fake front pockets and adjustable straps with metal fasteners. Seam at the waist and an A-line skirt with a zip in one side. Unlined."
0784053005,784053,KAT PINNAFORE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Dungaree dress in cotton corduroy with a chest pocket, fake front pockets and adjustable straps with metal fasteners. Seam at the waist and an A-line skirt with a zip in one side. Unlined."
0784073001,784073,ED Ulla cozy,254,Top,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,2034,Knitwear,A,Ladieswear,1,Ladieswear,8,Mama,1003,Knitwear,"Top in a soft, fine, rib-knit viscose blend with a double-layered polo neck. Low dropped shoulders, long sleeves and high slits in the sides for easier nursing access."
0784090001,784090,Viveka blouse,258,Blouse,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Draped blouse in satin with a sheen. V-neck, buttons down the front, long balloon sleeves with buttoned cuffs, and a gently rounded hem."
0784113001,784113,DIV Flora maxi,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Off-the-shoulder maxi dress in soft viscose jersey with a heavy drape. Short sleeves, elastication and a wide flounce at the top, an elasticated seam below the bust and gently flared skirt with high slits at the front. Unlined."
0784143001,784143,Spirulina,253,Vest top,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Top in softly draping, patterned viscose with a V-neck, straight-cut back and narrow shoulder straps."
0784175001,784175,Bravura dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in a crêpe weave with a scalloped grandad collar and buttons at the top with a scalloped button band. Long sleeves with buttoned cuffs, a seam at the waist, concealed zip in one side and flared skirt. Unlined."
0784175003,784175,Bravura dress,265,Dress,Garment Full body,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Short dress in a crêpe weave with a scalloped grandad collar and buttons at the top with a scalloped button band. Long sleeves with buttoned cuffs, a seam at the waist, concealed zip in one side and flared skirt. Unlined."
0784176002,784176,Norma dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in an airy, textured chiffon weave with a flounce-trimmed V-neck and short, flounced sleeves. Seam at the waist with concealed elastication and a flared, gathered skirt. Lined."
0784229001,784229,Dreams blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"V-neck blouse in a crêpe weave with flounces around the neckline that continue down the front. Yoke at the back with gathers to provide extra width, and long sleeves with a pleat and buttons at the cuffs."
0784229002,784229,Dreams blouse,258,Blouse,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"V-neck blouse in a crêpe weave with flounces around the neckline that continue down the front. Yoke at the back with gathers to provide extra width, and long sleeves with a pleat and buttons at the cuffs."
0784245002,784245,Michael Joggers 24.99:-,272,Trousers,Garment Lower body,1010014,Placement print,9,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Joggers in sweatshirt fabric with contrasting colour stripes down the sides, an elasticated drawstring waist and slightly lower crotch. Side pockets, one back pocket and tapered legs with ribbed hems. Soft brushed inside."
0784245009,784245,Michael Joggers 24.99:-,272,Trousers,Garment Lower body,1010014,Placement print,13,Beige,2,Medium Dusty,11,Beige,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Joggers in sweatshirt fabric with contrasting colour stripes down the sides, an elasticated drawstring waist and slightly lower crotch. Side pockets, one back pocket and tapered legs with ribbed hems. Soft brushed inside."
0784247002,784247,Michael Hood 24.99:-,308,Hoodie,Garment Upper body,1010014,Placement print,9,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Top in sweatshirt fabric with a lined drawstring hood and long raglan sleeves with grosgrain trims down the sides. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.
0784247008,784247,Michael Hood 24.99:-,308,Hoodie,Garment Upper body,1010014,Placement print,13,Beige,2,Medium Dusty,11,Beige,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Top in sweatshirt fabric with a lined drawstring hood and long raglan sleeves with grosgrain trims down the sides. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.
0784271001,784271,Chewbacca skinny tuxedo blz,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5131,Blazer,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted tuxedo jacket in a wool weave with satin details. Covered linked button at the front, a chest pocket, jetted front pockets and three inner pockets, one with a button. Decorative button at the cuffs and a single back vent. Lined. Skinny Fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This, combined with narrow shoulders and sleeves, creates a completely fitted silhouette."
0784272001,784272,Freddy fur coat,263,Coat,Garment Upper body,1010016,Solid,93,Dark Green,7,Medium,19,Green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Straight-cut coat in soft faux fur containing some wool with a collar, buttons down the front and front pockets. Lined."
0784289001,784289,Woodpecker sequin trouser,272,Trousers,Garment Lower body,1010015,Sequin,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"Ankle-length trousers in a sequin-embroidered weave with a regular waist, concealed zip in one side and straight, wide legs. Partly lined."
0784332002,784332,Charmed shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Shorts in glossy, pleated jersey with wide, covered elastication at the waist and short, wide legs with laser-cut edges at the hems."
0784333001,784333,Paige top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Pleated top in soft jersey with a textured stripe and sheen. Straight-cut at the top in a wide, softly draping fit with wide shoulder straps."
0784347001,784347,Cap Rick Suede,69,Cap/peaked,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Imitation suede cap with an adjustable tab and metal fastener at the back.
0784347008,784347,Cap Rick Suede,69,Cap/peaked,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Imitation suede cap with an adjustable tab and metal fastener at the back.
0784375001,784375,HM+ Fanny shorts,274,Shorts,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Short, wide shorts in soft jersey made from a modal and viscose blend with an elasticated waist and pockets in the side seams."
0784375005,784375,HM+ Fanny shorts,274,Shorts,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Short, wide shorts in soft jersey made from a modal and viscose blend with an elasticated waist and pockets in the side seams."
0784384003,784384,Voyage sport jacket,262,Jacket,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Shorter jacket in a lightweight weave with a double-layered drawstring hood, stand-up collar and concealed press-studs down the front. Large flap chest pockets, dropped shoulders, long sleeves with elastication at the cuffs, and a drawstring at the hem. Longer at the back. Unlined."
0784392001,784392,Raining man coat,263,Coat,Garment Upper body,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Oversized, calf-length trenchcoat in Tencel™ lyocell twill with a collar, press-studs down the front and extended shoulder tabs with press-studs. Adjustable tab with a press-stud at the cuffs, a detachable tie belt at the waist and flap front pockets with press-studs. Loose yoke at the back, and a single back vent with a tab and press-stud. Lined."
0784396001,784396,Dorset SPEED dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crêpe weave with a shaped neckline that has gathers at the top and is elasticated at the back. Long sleeves with elastication at the top and cuffs, a seam at the waist, a concealed zip in one side and a gently flared skirt. Unlined."
0784396002,784396,Dorset SPEED dress,265,Dress,Garment Full body,1010001,All over pattern,42,Red,5,Bright,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crêpe weave with a shaped neckline that has gathers at the top and is elasticated at the back. Long sleeves with elastication at the top and cuffs, a seam at the waist, a concealed zip in one side and a gently flared skirt. Unlined."
0784396003,784396,Dorset SPEED dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crêpe weave with a shaped neckline that has gathers at the top and is elasticated at the back. Long sleeves with elastication at the top and cuffs, a seam at the waist, a concealed zip in one side and a gently flared skirt. Unlined."
0784406002,784406,Olivia top 2p,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bandeau bras in lace with narrow, adjustable shoulder straps and lined, padded cups with removable inserts that shape the bust."
